Wavelength_nm,GCaMP,jRGECO
648.51,5.5417569855945e-18,6.19946288394889e-05
648.841,5.54906739432216e-18,6.14841048338474e-05
649.172,5.40775750515998e-18,5.93561091442045e-05
649.503,5.23287387552233e-18,5.69117022538116e-05
649.834,5.17069320118578e-18,5.57222720901468e-05
650.164,5.48688890099887e-18,5.85986845160795e-05
650.495,5.14156100883224e-18,5.44065387745848e-05
650.826,5.5293898286693e-18,5.79807049914601e-05
651.156,5.29057196069027e-18,5.4972916669602e-05
651.487,5.56613812057117e-18,5.73294461324145e-05
651.817,5.29569797661977e-18,5.40477312621237e-05
652.147,6.03270723337989e-18,6.10159411664816e-05
652.478,6.4178552823763e-18,6.43067485743203e-05
652.808,7.07546295838878e-18,7.02369722523414e-05
653.138,6.83750782618764e-18,6.72473470426418e-05
653.468,6.99485312153398e-18,6.81977700435515e-05
653.799,6.74822250014222e-18,6.52156333750204e-05
654.129,6.98790739887635e-18,6.69396477430906e-05
654.459,7.08283680466128e-18,6.72463041304688e-05
654.789,8.01530790157044e-18,7.54399525901796e-05
655.119,7.99631217766338e-18,7.45636000267967e-05
655.448,8.29284095927978e-18,7.65798506486912e-05
655.778,8.20751569022149e-18,7.50514423108708e-05
656.108,8.61425710911819e-18,7.79915292401485e-05
656.438,8.89242691272057e-18,7.97018959186855e-05
656.767,9.91783822637091e-18,8.80040421651828e-05
657.097,1.02716151202318e-17,9.02159027953396e-05
657.426,1.03256969860409e-17,8.97953497309569e-05
657.756,9.81245591000144e-18,8.44653779874826e-05
658.085,9.59884852430415e-18,8.1793704716207e-05
658.415,9.05430807666773e-18,7.63973574622846e-05
658.744,8.69750715929785e-18,7.26737102758169e-05
659.074,9.01795414286281e-18,7.46300592114493e-05
659.403,8.65562889818333e-18,7.09931171607405e-05
659.732,8.91704189877928e-18,7.24888134895718e-05
660.061,8.69203037772903e-18,7.00295030685916e-05
660.39,9.37750814368467e-18,7.48740244729367e-05
660.719,9.82878172804303e-18,7.77654088777346e-05
661.048,9.78436177478577e-18,7.67126371852911e-05
661.377,1.02564012549374e-17,7.97943248851606e-05
661.706,1.01541218526397e-17,7.83645587462483e-05
662.035,1.03649333472443e-17,7.93537441015782e-05
662.364,1.12641796487025e-17,8.55479239381834e-05
662.692,1.19548111941626e-17,9.00624075855527e-05
663.021,1.26593874150295e-17,9.458051247848e-05
663.35,1.29677997347457e-17,9.60193745157174e-05
663.678,1.36247768591216e-17,9.99769040443461e-05
664.007,1.39089112333032e-17,0.000101117872368441
664.335,1.41984708311384e-17,0.000101893629807273
664.664,1.48313572746092e-17,0.000105038024319488
664.992,1.52559016157749e-17,0.00010661769288544
665.321,1.64859894899154e-17,0.000113851980496183
665.649,1.58765715252402e-17,0.000108324858473559
665.977,1.66631584908826e-17,0.000112330711086562
666.305,1.68394081046214e-17,0.00011254225808504
666.633,1.77038373080217e-17,0.000117319084652829
666.961,1.84123518637406e-17,0.000120975333845976
667.289,1.86503311054833e-17,0.000121696315267005
667.617,1.86545889329379e-17,0.000120899529627096
667.945,1.94526319814188e-17,0.000125221482366893
668.273,1.88833347391697e-17,0.00012037950957243
668.601,1.89604310293766e-17,0.000119622632857739
668.929,1.92561494266659e-17,0.00012022207718682
669.256,1.99878593315847e-17,0.000123268851318773
669.584,2.06566772428147e-17,0.000125761006153109
669.912,2.10068198488663e-17,0.000126217105100007
670.239,2.02994502829095e-17,0.000120401486139031
670.567,2.06422658412781e-17,0.00012086219520349
670.894,2.04021796338991e-17,0.000117904269981339
671.222,2.11465885713069e-17,0.000120923203634128
671.549,2.11110290520315e-17,0.00011960062282268
671.876,2.20936323507376e-17,0.000124001302026197
672.203,2.11038708740249e-17,0.000117500776729139
672.531,2.07258839680521e-17,0.000114570776848575
672.858,2.00357071640896e-17,0.000109957925763015
673.185,1.97431271152432e-17,0.000107575281248187
673.512,2.07152070674895e-17,0.000112052527253944
673.839,2.09970286206379e-17,0.000112755638243225
674.166,2.0686554073074e-17,0.000110195138562428
674.493,2.08417700890918e-17,0.000110046967680759
674.819,2.11519900664363e-17,0.000110696894754011
675.146,2.18912471640829e-17,0.000113523223838059
675.473,2.25390927899126e-17,0.000115788971493876
675.8,2.1548220151218e-17,0.000109642371122951
676.126,2.01487823328422e-17,0.000101508775820147
676.453,1.9714310392016e-17,9.82872817802422e-05
676.779,1.85820285804131e-17,9.16707371636605e-05
677.106,1.8055566661614e-17,8.81652653654385e-05
677.432,2.01575948649432e-17,9.74987824221177e-05
677.759,2.08720360514093e-17,9.99782236043441e-05
678.085,2.03889544732778e-17,9.67114172376361e-05
678.411,2.11518628548012e-17,9.93291057479416e-05
678.737,2.10795965657699e-17,9.79766460720432e-05
679.064,2.10911784468319e-17,9.70313660099164e-05
679.39,2.10695057259186e-17,9.59931370101385e-05
679.716,2.21309710125251e-17,9.98417400061944e-05
680.042,2.25193844669576e-17,0.000100601270624527
680.368,1.98290051591117e-17,8.78072641038603e-05
680.694,2.03590727733334e-17,8.93740874893731e-05
681.019,2.22980120701465e-17,9.70448045456951e-05
681.345,2.21185265949089e-17,9.55022150422764e-05
681.671,2.3034572017311e-17,9.86723885566803e-05
681.997,2.31446491319997e-17,9.83516974638658e-05
682.322,2.3643867410197e-17,9.95880278255059e-05
682.648,2.3028125280279e-17,9.61306572244132e-05
682.973,2.27958141735314e-17,9.43177657681542e-05
683.299,2.1873966735672e-17,8.95484639293763e-05
683.624,2.15650711181256e-17,8.7349741980585e-05
683.95,2.13972797018817e-17,8.57437339136649e-05
684.275,2.18895002008328e-17,8.67839387513062e-05
684.6,2.08332882598916e-17,8.17076702179559e-05
684.925,2.19574994037066e-17,8.51858023004369e-05
685.251,2.28516965445877e-17,8.78351636036371e-05
685.576,2.3571087528591e-17,8.97981636156339e-05
685.901,2.3370687171538e-17,8.82296448525745e-05
686.226,2.3739559401314e-17,8.87768342618019e-05
686.551,2.2298174299688e-17,8.25737269241118e-05
686.876,2.44912949303018e-17,8.98218659869567e-05
687.2,2.43503551726063e-17,8.83898544092493e-05
687.525,2.3614732434015e-17,8.48166025733195e-05
687.85,2.22079980187834e-17,7.89096604829202e-05
688.175,2.33441870203629e-17,8.2081511611122e-05
688.499,2.49633082336318e-17,8.68776078013149e-05
688.824,2.45395302712697e-17,8.45106866106619e-05
689.148,2.4657077119265e-17,8.41300708983085e-05
689.473,2.29128144584106e-17,7.75556133571708e-05
689.797,2.28699259211929e-17,7.68052014067508e-05
690.122,2.40358630906478e-17,8.00514374445261e-05
690.446,2.45403926261438e-17,8.09986110041325e-05
690.77,2.42779506315967e-17,7.94076801200598e-05
691.095,2.28424307318989e-17,7.40061187327551e-05
691.419,2.33398744240783e-17,7.4842939580435e-05
691.743,2.22873517703774e-17,7.07318572632947e-05
692.067,2.31747229397962e-17,7.27986532413711e-05
692.391,1.99294423738645e-17,6.20061438229433e-05
692.715,2.09183165127568e-17,6.4455058724308e-05
693.039,2.31159122044573e-17,7.05407600475114e-05
693.363,2.35302089204671e-17,7.10821180598282e-05
693.686,2.22382609420002e-17,6.64885434683344e-05
694.01,2.07943181295756e-17,6.15258202919217e-05
694.334,1.96383332497826e-17,5.73494787942538e-05
694.658,1.75806429554623e-17,5.06612748897715e-05
694.981,1.61698373987459e-17,4.59769554281629e-05
695.305,1.58275865709282e-17,4.44603794522792e-05
695.628,1.61605246718057e-17,4.48457689749866e-05
695.952,1.8070431498954e-17,4.95349062151212e-05
696.275,1.84245929667779e-17,5.00600345246318e-05
696.598,1.67768187889579e-17,4.51980800066265e-05
696.922,1.66378469799018e-17,4.44445662020695e-05
697.245,1.30125151008045e-17,3.45066567911507e-05
697.568,1.48023891448037e-17,3.89998079278366e-05
697.891,1.65496917492698e-17,4.33159210058767e-05
698.214,1.65298368945557e-17,4.29524303033901e-05
698.537,1.91394266437097e-17,4.93640020651642e-05
698.86,1.98415393560406e-17,5.07894540794467e-05
699.183,2.30677422783086e-17,5.84732852266834e-05
699.506,2.18709441017512e-17,5.4805588677074e-05
699.829,2.16642738164672e-17,5.36602078389045e-05
