wavelength,jRGECO1a (calcium saturated) 2p,jRGECO1a (calcium saturated) ex,jRGECO1a (calcium saturated) em,jRGECO1a (calcium free) 2p,jRGECO1a (calcium free) ex,jRGECO1a (calcium free) em,jRGECO1a (calcium saturated) ab
540,,0.6553000211715698,0.007000000216066837,,0.5679000020027161,0.010300000198185444,0.5763000249862671
541,,0.6646000146865845,0.007400000002235174,,0.5724999904632568,0.009800000116229057,0.583899974822998
542,,0.6765000224113464,0.008299999870359898,,0.5777000188827515,0.009800000116229057,0.5931000113487244
543,,0.6890000104904175,0.009499999694526196,,0.5821999907493591,0.00989999994635582,0.6037999987602234
544,,0.7006000280380249,0.010900000110268593,,0.5853000283241272,0.010099999606609344,0.6134999990463257
545,,0.713699996471405,0.012400000356137753,,0.5885999798774719,0.010099999606609344,0.6244999766349792
546,,0.7289999723434448,0.014399999752640724,,0.5929999947547913,0.010499999858438969,0.6398000121116638
547,,0.7458000183105469,0.016699999570846558,,0.5986999869346619,0.010999999940395355,0.6572999954223633
548,,0.7621999979019165,0.019300000742077827,,0.6036999821662903,0.011300000362098217,0.6740999817848206
549,,0.7796000242233276,0.022299999371170998,,0.6086999773979187,0.011699999682605267,0.689300000667572
550,,0.7979000210762024,0.026100000366568565,,0.6136999726295471,0.012400000356137753,0.705299973487854
551,,0.817799985408783,0.030400000512599945,,0.6197999715805054,0.013199999928474426,0.7218000292778015
552,,0.8389000296592712,0.035599999129772186,,0.628000020980835,0.014100000262260437,0.7404000163078308
553,,0.8592000007629395,0.04190000146627426,,0.6373000144958496,0.015599999576807022,0.7587000131607056
554,,0.8776999711990356,0.04910000041127205,,0.6468999981880188,0.017799999564886093,0.7742999792098999
555,,0.8946999907493591,0.05700000002980232,,0.6571999788284302,0.02019999921321869,0.7922000288963318
556,,0.9124000072479248,0.06620000302791595,,0.6700999736785889,0.02290000021457672,0.8093000054359436
557,,0.9297999739646912,0.07720000296831131,,0.6829000115394592,0.025499999523162842,0.8245000243186951
558,,0.9455999732017517,0.09019999951124191,,0.6947000026702881,0.02810000069439411,0.8371999859809875
559,,0.9606999754905701,0.10429999977350235,,0.7077000141143799,0.03139999881386757,0.8496999740600586
560,,0.9740999937057495,0.11959999799728394,,0.7233999967575073,0.03629999980330467,0.8597999811172485
561,,0.9860000014305115,0.13670000433921814,,0.7408999800682068,0.04170000180602074,0.8651000261306763
562,,0.9948999881744385,0.1559000015258789,,0.7591000199317932,0.047200001776218414,0.8693000078201294
563,,0.9994999766349792,0.17790000140666962,,0.7799000144004822,0.05310000106692314,0.8712999820709229
564,,1.0,0.20350000262260437,,0.8011000156402588,0.06030000001192093,0.8704000115394592
565,,0.9991000294685364,0.23190000653266907,,0.819100022315979,0.06870000064373016,0.8666999936103821
566,,0.9969000220298767,0.26190000772476196,,0.8348000049591064,0.07890000194311142,0.8600000143051147
567,,0.989799976348877,0.29319998621940613,,0.8532000184059143,0.09000000357627869,0.8496000170707703
568,,0.9757000207901001,0.3271999955177307,,0.8751999735832214,0.10209999978542328,0.8353000283241272
569,,0.957099974155426,0.36390000581741333,,0.8956999778747559,0.11630000174045563,0.8181999921798706
570,,0.9361000061035156,0.40459999442100525,,0.9147999882698059,0.13369999825954437,0.796500027179718
571,,0.9111999869346619,0.44839999079704285,,0.9340000152587891,0.15399999916553497,0.770799994468689
572,,0.881600022315979,0.49480000138282776,,0.9506000280380249,0.17550000548362732,0.7506999969482422
573,,0.8496000170707703,0.5422999858856201,,0.9628999829292297,0.19939999282360077,0.7121000289916992
574,,0.8158000111579895,0.5889999866485596,,0.973800003528595,0.22669999301433563,0.6682000160217285
575,,0.7804999947547913,0.6340000033378601,,0.9865999817848206,0.2563000023365021,0.6226999759674072
576,,0.7426999807357788,0.6777999997138977,,0.9968000054359436,0.28600001335144043,0.5932000279426575
577,,0.7032999992370605,0.7214999794960022,,1.0,0.3179999887943268,0.5669999718666077
578,,0.6607999801635742,0.7635999917984009,,0.9962999820709229,0.35440000891685486,0.5390999913215637
579,,0.6168000102043152,0.8032000064849854,,0.9869999885559082,0.3962000012397766,0.5059999823570251
580,,0.5738000273704529,0.840399980545044,,0.9739999771118164,0.4390999972820282,0.4742000102996826
581,,0.5325000286102295,0.8738999962806702,,0.957099974155426,0.48089998960494995,0.43639999628067017
582,,0.4909000098705292,0.9043999910354614,,0.9355000257492065,0.5217999815940857,0.39079999923706055
583,,0.44909998774528503,0.9298999905586243,,0.9089999794960022,0.5645999908447266,0.35910001397132874
584,,0.4088999927043915,0.9505000114440918,,0.8776999711990356,0.609499990940094,0.3361999988555908
585,,0.3720000088214874,0.9656999707221985,,0.8432000279426575,0.6554999947547913,0.30550000071525574
586,,0.33719998598098755,0.9793999791145325,,0.8069000244140625,0.6978999972343445,0.27649998664855957
587,,0.3046000003814697,0.9915000200271606,,0.766700029373169,0.7361000180244446,0.24699999392032623
588,,0.2741999924182892,0.9988999962806702,,0.7202000021934509,0.7724000215530396,0.21619999408721924
589,,0.24690000712871552,1.0,,0.6686999797821045,0.8093000054359436,0.1899999976158142
590,,0.2215999960899353,0.9979000091552734,,0.6190999746322632,0.842199981212616,0.17139999568462372
591,,0.19900000095367432,0.9944000244140625,,0.5719000101089478,0.869700014591217,0.15279999375343323
592,,0.17919999361038208,0.9890000224113464,,0.5253999829292297,0.895799994468689,0.13339999318122864
593,,0.16140000522136688,0.9821000099182129,,0.4794999957084656,0.9217000007629395,0.11800000071525574
594,,0.1454000025987625,0.9743000268936157,,0.43779999017715454,0.9435999989509583,0.10540000349283218
595,,0.1316000074148178,0.9646999835968018,,0.39879998564720154,0.9607999920845032,0.094200000166893
596,,0.11959999799728394,0.951200008392334,,0.3612000048160553,0.9781000018119812,0.08179999887943268
597,,0.10840000212192535,0.9359999895095825,,0.32510000467300415,0.9916999936103821,0.07280000299215317
598,,0.09839999675750732,0.9207000136375427,,0.2921000123023987,0.9987999796867371,0.06689999997615814
599,,0.09030000120401382,0.9057999849319458,,0.26260000467300415,1.0,0.05790000036358833
600,,0.08320000022649765,0.8871999979019165,,0.23559999465942383,0.9980000257492065,0.04039999842643738
601,,0.0763000026345253,0.8687999844551086,,0.21050000190734863,0.9987999796867371,0.03150000050663948
602,,0.07050000131130219,0.849399983882904,,0.1868000030517578,0.9945999979972839,0.027000000700354576
603,,0.06599999964237213,0.8288999795913696,,0.16449999809265137,0.9829000234603882,0.023499999195337296
604,,0.062300000339746475,0.8108000159263611,,0.14399999380111694,0.9690999984741211,0.02250000089406967
605,,0.05889999866485596,0.7960000038146973,,0.12639999389648438,0.9596999883651733,0.020500000566244125
606,,0.0560000017285347,0.7835000157356262,,0.11159999668598175,0.9556000232696533,0.01679999940097332
607,,0.05350000038743019,0.7702999711036682,,0.0982000008225441,0.9488000273704529,0.013399999588727951
608,,0.05130000039935112,0.7560999989509583,,0.08669999986886978,0.9375,0.011099999770522118
609,,0.04960000142455101,0.7419999837875366,,0.07660000026226044,0.9239000082015991,0.010499999858438969
610,,0.04800000041723251,0.7281000018119812,,0.06840000301599503,0.911899983882904,0.010499999858438969
611,,0.04639999940991402,0.7159000039100647,,0.06040000170469284,0.9006999731063843,0.010499999858438969
612,,0.04500000178813934,0.7037000060081482,,0.05310000106692314,0.8873999714851379,0.010099999606609344
613,,0.04410000145435333,0.691100001335144,,0.04659999907016754,0.8719000220298767,0.009100000374019146
614,,0.04320000112056732,0.6787999868392944,,0.04089999943971634,0.8565000295639038,0.008700000122189522
615,,0.041999999433755875,0.6678000092506409,,0.03629999980330467,0.8431000113487244,0.008700000122189522
616,,0.04100000113248825,0.6574000120162964,,0.03269999846816063,0.8317000269889832,0.008700000122189522
617,,0.04050000011920929,0.6453999876976013,,0.029100000858306885,0.8185999989509583,0.008100000210106373
618,,0.04050000011920929,0.633899986743927,,0.025599999353289604,0.8037999868392944,0.007199999876320362
619,,0.04039999842643738,0.6237999796867371,,0.022199999541044235,0.7904000282287598,0.007000000216066837
620,,0.04050000011920929,0.6148999929428101,,0.01979999989271164,0.7799999713897705,0.007000000216066837
621,,0.04050000011920929,0.6055999994277954,,0.018400000408291817,0.7716000080108643,0.007000000216066837
622,,0.040699999779462814,0.5971999764442444,,0.017000000923871994,0.7612000107765198,0.007000000216066837
623,,0.04039999842643738,0.5884000062942505,,0.01549999974668026,0.7494999766349792,0.007000000216066837
624,,0.04010000079870224,0.5795000195503235,,0.0142000000923872,0.7365999817848206,0.007000000216066837
625,,0.040300000458955765,0.5690000057220459,,0.013199999928474426,0.724399983882904,0.006099999882280827
626,,0.040699999779462814,0.5590000152587891,,0.011699999682605267,0.7128999829292297,0.005200000014156103
627,,0.04129999876022339,0.5498999953269958,,0.010400000028312206,0.7009999752044678,0.005200000014156103
628,,0.04129999876022339,0.5418000221252441,,0.009600000455975533,0.689300000667572,0.005200000014156103
629,,0.041200000792741776,0.5340999960899353,,0.00930000003427267,0.6802999973297119,0.005200000014156103
630,,0.040699999779462814,0.526199996471405,,0.00860000029206276,0.6743000149726868,0.004999999888241291
631,,0.040800001472234726,0.5167999863624573,,0.008100000210106373,0.6662999987602234,0.004100000020116568
632,,0.04089999943971634,0.5069000124931335,,0.007899999618530273,0.6553000211715698,0.0035000001080334187
633,,0.04100000113248825,0.4984999895095825,,0.007699999958276749,0.6442999839782715,0.0035000001080334187
634,,0.04089999943971634,0.49129998683929443,,0.007300000172108412,0.637499988079071,0.0035000001080334187
635,,0.04089999943971634,0.4828000068664551,,0.0066999997943639755,0.6302000284194946,0.0035000001080334187
636,,0.0406000018119812,0.4733000099658966,,0.006300000008195639,0.6215999722480774,0.0035000001080334187
637,,0.04019999876618385,0.4650000035762787,,0.00570000009611249,0.6122999787330627,0.0035000001080334187
638,,0.04019999876618385,0.4562999904155731,,0.005499999970197678,0.6033999919891357,0.0035000001080334187
639,,0.04010000079870224,0.44679999351501465,,0.00559999980032444,0.5945000052452087,0.0035000001080334187
640,,0.03959999978542328,0.43700000643730164,,0.005799999926239252,0.5873000025749207,0.0035000001080334187
641,,0.03849999979138374,0.42820000648498535,,0.005200000014156103,0.5821999907493591,0.0035000001080334187
642,,0.03799999877810478,0.4196000099182129,,0.00430000014603138,0.5756000280380249,0.0035000001080334187
643,,0.03790000081062317,0.4106999933719635,,0.003700000001117587,0.5681999921798706,0.0035000001080334187
644,,0.037300001829862595,0.4009000062942505,,0.003700000001117587,0.5602999925613403,0.004900000058114529
645,,0.03629999980330467,0.39100000262260437,,0.0034000000450760126,0.5526000261306763,0.006899999920278788
646,,0.035599999129772186,0.38199999928474426,,0.0032999999821186066,0.544700026512146,0.007000000216066837
647,,0.03539999946951866,0.3732999861240387,,0.004000000189989805,0.5364999771118164,0.007000000216066837
648,,0.03530000150203705,0.3635999858379364,,0.004900000058114529,0.5275999903678894,0.0071000000461936
649,,0.0348999984562397,0.35339999198913574,,0.003700000001117587,0.5185999870300293,0.011099999770522118
650,,,0.3440000116825104,,,0.5095000267028809,0.013799999840557575
651,,,0.33489999175071716,,,0.5001999735832214,0.013500000350177288
652,,,0.3260999917984009,,,0.49230000376701355,0.013100000098347664
653,,,0.31709998846054077,,,0.48539999127388,0.01269999984651804
654,,,0.3091000020503998,,,0.4754999876022339,0.012299999594688416
655,,,0.3009999990463257,,,0.46369999647140503,0.011800000444054604
656,,,0.2924000024795532,,,0.45500001311302185,0.01140000019222498
657,,,0.28369998931884766,,,0.447299987077713,0.010900000110268593
658,,,0.2754000127315521,,,0.43880000710487366,0.010499999858438969
659,,,0.26759999990463257,,,0.4307999908924103,0.009999999776482582
660,,,0.2606000006198883,,,0.423799991607666,0.009600000455975533
661,,,0.25360000133514404,,,0.41449999809265137,0.00930000003427267
662,,,0.24770000576972961,,,0.4034999907016754,0.008899999782443047
663,,,0.241799995303154,,,0.392300009727478,0.008299999870359898
664,,,0.2354000061750412,,,0.3846000134944916,0.007199999876320362
